Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Sale price,Regular price,Categories,Tags,Images,Position
simple,SASAN-5675,TAHSAN,1,0,visible,Inspired by : Tahnoun,"A refreshing unisex fragrance crafted to energize and inspire, giving you a vibrant boost of confidence and motivation—perfect for your daily routine or launching a new business journey.",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-11-at-12.20.07-PM-1.jpeg, https://sasanperfumes.com/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-11-at-12.20.07-PM-1.jpeg",0
simple,SASAN-5670,20’S BACK,1,0,visible,Inspired by : Is Back 2020,"A luxurious Oriental Woody fragrance, distinguished by its remarkable longevity and strong projection, leaving an unforgettable trail of elegance and sophistication.",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-11-at-12.20.08-PM-4.jpeg, https://sasanperfumes.com/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-11-at-12.20.08-PM-5.jpeg",0
simple,SASAN-5662,DAMASCUS ROSE,1,0,visible,Inspired by : Damascus Rose,Oriental Woody Unisex Fragrance,taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-11-at-12.20.10-PM.jpeg, https://sasanperfumes.com/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-11-at-12.20.10-PM.jpeg",0
simple,SASAN-5612,Box 100ML,1,0,visible,Inspired by : Creation Sasan,Inspired by : Creation Sasan,taxable,,1,,0,0,,,,,1,,171.36,"Gift Set, Woman Box",,https://sasanperfumes.com/wp-content/uploads/2026/06/file_000000007dc471f482097ba3363c17e9.png,0
simple,SA00734,Eternal Bloom Set Box 50ML,1,0,visible,Inspired by : Creation Sasan,Inspired by : Creation Sasan,taxable,,1,,0,0,,,,,1,,153,"Gift Set, Woman Box",,https://sasanperfumes.com/wp-content/uploads/2026/06/file_00000000b1dc720ab5bc705724931a69-1.png,0
simple,SA001224,Pink Powder,1,0,visible,Inspired by Pink Powder,"Embrace timeless femininity with Pink Powder Hair Mist by Sasan Perfumes. A graceful composition of airy florals and velvety powdery accords unfolds into a warm, musky base, creating a refined and comforting scent that lingers effortlessly on your hair.",taxable,,1,,0,0,.407,,,,1,,76.50,Hair mist,50ml,https://sasanperfumes.com/wp-content/uploads/2026/04/Pink.webp,0
simple,SA00122-3,Matt Rouge,1,0,visible,Inspired by : Matt Rouge Hair Mist,"A refreshing fragrance that transports you to a vibrant world of zesty Sicilian oranges, sparkling bergamot, and juicy fruits, beautifully balanced with soft white musk. Perfect for every occasion, this captivating scent is one you’ll truly adore.",taxable,,1,,0,0,,,,,1,,76.50,"Hair mist, New Arrival",50ml,https://sasanperfumes.com/wp-content/uploads/2026/04/matt.webp,0
simple,SA00122-1,Deja Vu,1,0,visible,Inspired by :  Deja Vu Hair Mist,Déjà Vu is a versatile scent perfect for both daytime freshness and evening sophistication. Its balanced composition makes it an ideal choice for those who appreciate a fragrance that is noticeable yet refined.,taxable,,1,,0,0,,,,,1,,76.50,Hair mist,50ml,https://sasanperfumes.com/wp-content/uploads/2026/04/Untitled-scaled.webp,0
simple,AP08777,One &#038; One,1,0,visible,Inspired by : One & Only,"This fragrance opens with bright bergamot, passion fruit, and peach, leading to a floral heart of jasmine and geranium. A rich, gourmand base of caramel, patchouli, Madagascar amber, and white musk creates a warm, sensual, and sophisticated scent perfect for any occasion.",taxable,,1,0,1,0,.90,,,,1,,76.50,"All Over Spray, Top Perfumes Sasan",,"https://sasanperfumes.com/wp-content/uploads/2026/04/one-and-one-all-over-spray.webp, https://sasanperfumes.com/wp-content/uploads/2026/04/oneone-all-over-perfume-scaled.webp",0
simple,AP087488,Majeed,1,0,visible,Inspired by : Majeed,"It opens with a fresh and vibrant blend of Italian bergamot, pink pepper, and crisp fruity accords, creating an energetic and modern introduction. The heart reveals soft floral nuances balanced with subtle sweetness, while the base settles into a warm and elegant combination of amber, leather, vetiver, and woody notes, delivering a smooth and long-lasting finish",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2026/04/majeed-all-over-spray.webp, https://sasanperfumes.com/wp-content/uploads/2026/04/Sasan-1-scaled.webp",0
simple,AP08746,Imperial,1,0,visible,Inspired by : Imperial Valley,"This fragrance opens with a vibrant and spicy blend of pink pepper, Sicilian bergamot, and davana, creating a fresh yet slightly sweet introduction. The heart reveals a rich fusion of agarwood (oud), rosemary, and white amber, adding depth, warmth, and a refined aromatic character.",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2026/04/imperial-all-over-spray.webp, https://sasanperfumes.com/wp-content/uploads/2026/04/imperial-scaled.webp",0
simple,AP08745-3,Amber Leather Oud,1,0,visible,Inspired by : SASAN CREATION,"This fragrance opens with a warm and spicy blend of pepper, nutmeg, and cypress, creating a bold and invigorating first impression. The heart reveals a smooth fusion of frankincense and sandalwood, adding depth and a refined woody character. As it settles, the base unfolds into a rich combination of amber, patchouli, and cedarwood, delivering a warm, earthy, and long-lasting finish.",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2026/04/amber-leather-oud-all-over-spray.webp, https://sasanperfumes.com/wp-content/uploads/2026/04/Sasan-scaled.webp",0
simple,AP08745-2,Gre&#8217;s,1,0,visible,Inspired by : Gris,"A balanced composition that blends freshness with sensual depth perfect for those seeking a modern, elegant fragrance with a distinctive signature. this fragrance is a refined blend of vibrant freshness, delicate florals, and deep sensual warmth designed to leave a confident and lasting impression.",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2025/08/Gears-scaled.webp, https://sasanperfumes.com/wp-content/uploads/2025/08/Greas-02-scaled.webp",0
simple,AP08745-1,Scandle Night,1,0,visible,Inspired by : Scandal By Night,"The fragrance settles into a warm and sensual base of tonka bean, vanilla, patchouli, smooth sandalwood, rich amberwood, and soft white musk, leaving a long-lasting and memorable trail.",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2025/08/scandal-night-1-scaled.webp, https://sasanperfumes.com/wp-content/uploads/2025/08/scandal-night-03-1.webp, https://sasanperfumes.com/wp-content/uploads/2025/08/scandal-night-02-1-scaled.webp",0
simple,AP08747,Libre Intense,1,0,visible,Inspired by : Libre Intense,"This fragrance opens with vanilla, white floral, and citrus for a fresh, sweet introduction. The heart blends lavender and aromatic sweetness, while the base of amber, powdery florals, and fresh spices leaves a warm, elegant, and lasting trail.",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2025/08/library-intense-scaled.webp, https://sasanperfumes.com/wp-content/uploads/2025/08/library-intense-02-scaled.webp",0
simple,AP08745,Dakhoon 24,1,0,visible,Inspired by : SASAN CREATION,"This fragrance opens with fresh lavender, mandarin, orange, and bergamot. The heart blends cinnamon, nutmeg, pink pepper, and mint, while the base of musk, amber, oak, moss, vanilla, wood, and oud creates a warm, spicy, and luxurious trail.",taxable,,1,,0,0,.90,,,,1,,76.50,"All Over Spray, New Arrival",,https://sasanperfumes.com/wp-content/uploads/2025/08/Dakhoon-24-scaled.webp,0
simple,AP08744,Sweet Oud 24,1,0,visible,Inspired by SASAN CREATION,"This fragrance opens with the brightness of mandarin, orange, and berries, unfolding into a rich heart of oud oil and sandalwood. The base of frankincense, musk, and vanilla delivers warmth, depth, and sensual elegance.",taxable,,1,,0,0,,,,,1,,76.50,"All Over Spray, New Arrival",,"https://sasanperfumes.com/wp-content/uploads/2025/08/Sweet-Oud-24-scaled.webp, https://sasanperfumes.com/wp-content/uploads/2025/08/Sweet-Oud-24-01-scaled.webp",0
simple,AP08743,Voice Of Saccarat,1,0,visible,Inspired by : SASAN CREATION,"Voice of Saccarat is a captivating unisex fragrance that blends fresh bergamot and pineapple with a heart of white florals, almond, and warm spices. Its base of leather, smoky woods, amber, and animalic nuances creates depth and sensuality, making it a bold yet elegant scent for both men and women.",taxable,,1,,0,0,,,,,1,,76.50,All Over Spray,,"https://sasanperfumes.com/wp-content/uploads/2025/08/Voice-Of-Saccarat-scaled.webp, https://sasanperfumes.com/wp-content/uploads/2025/08/Voice-Of-Saccarat-02-scaled.webp, https://sasanperfumes.com/wp-content/uploads/2025/08/Voice-Of-Saccarat-03.webp",0
simple,SA08741,Rose Dameshqi,1,0,visible,Inspired by Damascus Rose,Luxurious Damask rose blended with warm amber and soft musk creating a rich and romantic fragrance.,taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/rose-dameshqi-femme.webp,0
simple,SA08740,Sisa,1,0,visible,Inspired by Si,"A delicate floral fragrance with soft rose, jasmine, and musk offering a graceful and feminine touch.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/sisa-femme.webp,0
simple,SA08739,Rushsa,1,0,visible,Inspired by Rush,"A vibrant mix of fruity notes, soft florals, and warm musk creating an energetic and captivating scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/rushsa-femme.webp,0
simple,SA08737,La Bellsa,1,0,visible,Inspired by La Belle Women,"Sweet pear and vanilla blended with elegant florals for a charming, youthful and irresistibly feminine scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/la-bellsa-femme.webp,0
simple,SA08736,L&#8217;Interdisa Intense,1,0,visible,Inspired by L&#8217;Interdit Intense,"An intense white floral fragrance with tuberose, vanilla, and warm amber creating a bold and seductive aroma.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/linterdisa-intense-femme.webp,0
simple,SA08735,Kalluesa,1,0,visible,Inspired by : Kalluesa,"Sweet coffee, creamy vanilla, and soft caramel notes create a deliciously warm and comforting fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/kalluesa-femme.webp,0
simple,SA08734,Absoloutly Mesa,1,0,visible,Inspired by Absolutely Me,"A rich gourmand fragrance with sweet vanilla, caramel, and warm amber for an indulgent and luxurious scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/absoloutly-mesa-femme.webp,0
simple,SA08733,Aliensa,1,0,visible,Inspired by : Alien,"A mysterious blend of jasmine, amber, and warm woods creating a bold, sensual and unforgettable fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/aliensa-femme.webp,0
simple,SA08732,Akwa De Geosa,1,0,visible,Inspired by Acqua Di Gio Women,"Fresh aquatic notes mixed with citrus and soft woods creating a clean, refreshing and vibrant fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/akwa-de-geosa-femme.webp,0
simple,SA08731,Mon Parisa,1,0,visible,Inspired by Mon Paris,Sweet berries blended with romantic florals and soft musk for a charming and elegant Parisian-inspired scent.,taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/mon-parisa-femme.webp,0
simple,SA08730,Library Intense,1,0,visible,Inspired by Libre Intense,"Warm amber, creamy vanilla, and rich woody notes combine to create a deep, sensual and long-lasting fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/library-intense-femme.webp,0
simple,SA08729,Donnasa Rome,1,0,visible,Inspired by Donna Born In Roma,"Elegant floral fragrance with jasmine, vanilla, and soft woody notes inspired by modern feminine sophistication.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/donnasa-rome-femme.webp,0
simple,SA08728,Don&#8217;t Shysa,1,0,visible,Inspired by Don&#8217;t Be Shy,"A playful mix of sweet fruits, creamy vanilla, and soft florals that creates a bold and captivating feminine scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/dont-shysa-femme.webp,0
simple,SA08727,Siachsa Homme,1,0,visible,Inspired by Sh Man,"A masculine blend of fresh citrus, aromatic spices, and deep woody notes for a powerful and sophisticated presence.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/siachsa-homme.webp,0
simple,SA08726,Kfalisa,1,0,visible,Inspired by : Kfalisa,"Rich oriental fragrance combining sweet vanilla, amber, and soft spices for a luxurious and long-lasting scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/kfalisa-femme.webp,0
simple,SA08725,Diva,1,0,visible,Inspired by : SASAN CREATION,"A glamorous fragrance with sweet fruits, white florals, and warm vanilla for a bold and confident feminine aura.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/diva-femme.webp,0
simple,SA08724,Rosiesa,1,0,visible,Inspired by Rose N Roses,"Fresh blooming roses with soft musk and delicate florals, creating a romantic and elegant everyday fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/rosiesa-femme.webp,0
simple,SA08723,Santalsa 33,1,0,visible,Inspired by Santal 33,"Smooth sandalwood blended with spicy cardamom and soft leather notes, delivering a warm, woody and modern signature scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/santalsa-33-femme.webp,0
simple,SA08722,Fershi Vanites,1,0,visible,Inspired by Vanitas,"A sensual blend of warm vanilla, soft florals, and creamy woods creating an elegant and addictive feminine fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/fershi-vanites-femme.webp,0
simple,SA08721,Rebel Flursa,1,0,visible,Inspired by Reb&#8217;l Fleur,"A daring and modern fragrance combining bright fruits, soft florals, and warm woods for a bold and confident character.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Rebel-Flursa.webp,0
simple,SA08720,Brabary Goodsa,1,0,visible,Inspired by: Brabary Goodsa,"A sophisticated woody-fruity fragrance with fresh citrus, delicate florals, and warm musk creating a refined signature aroma.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Brabary-Goodsa.webp,0
simple,SA08719,Very Secret Now SA,1,0,visible,Inspired by : Very Secret Now,"A glamorous fragrance combining fruity sweetness, floral elegance, and creamy vanilla for a seductive and confident presence.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Very-Secret-Now-SA-Femme.webp,0
simple,SA08718,So Secandalsa,1,0,visible,Inspired by So Scandal,"A playful yet seductive scent with sweet gourmand notes, creamy florals, and warm amber that leaves an irresistible impression.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/So-Secandalsa-Femme.webp,0
simple,SA08717,Shinalsa 5 Leo,1,0,visible,Inspired by No.5 L’Eau,"A timeless and elegant composition featuring luminous florals, powdery accords, and warm woody notes for a classic signature scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Shinalsa-5-Leo-Femme.webp,0
simple,SA08716,Brabary Bodysa,1,0,visible,Inspired by : Brabary Bodysa,"A refined blend of fruity freshness, delicate florals, and warm amber that creates a timeless and sophisticated fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Brabary-Bodysa-Femme.webp,0
simple,SA08715,Bloomsa Intense,1,0,visible,Inspired by Bloom Intense,"An elegant floral bouquet with vibrant blossoms, sweet accords, and soft woody undertones that deliver a charming feminine aura.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Bloomsa-Intense-Femme.webp,0
simple,SA08714,B Of You SA,1,0,visible,Inspired by Because It&#8217;s You,"A soft floral-woody fragrance with delicate blossoms, sweet vanilla, and comforting musk, creating a graceful everyday scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/B-Of-You-SA-Femme.webp,0
simple,SA08713,Aura Moglar,1,0,visible,Inspired by : Aura,"A bold and luminous scent combining fresh citrus, creamy florals, and smooth woody notes for a distinctive and modern fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Aura-Moglar-Femme.webp,0
simple,SA08712,Arab Tonkasa,1,0,visible,Inspired by :  Arabians Tonka,"A rich and sensual fragrance featuring sweet tonka bean, warm vanilla, and amber accords that create a luxurious and captivating trail.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Arab-Tonkasa-Femme.webp,0
simple,SA00727,La Secretsa,1,0,visible,Inspired by Le Secret,"A mysterious and elegant scent with floral sweetness, creamy vanilla, and soft musk that leaves a sensual and lasting impression.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/La-Secretsa.webp,0
simple,SA00724,Victory Night SA,1,0,visible,Inspired by Night,"A bold evening fragrance blending warm amber, soft florals, and smooth vanilla for a luxurious and long-lasting scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Victory-Night-SA-Femme.webp,0
simple,SA00721,Sisa Passion,1,0,visible,Inspired by Si Passione,"A vibrant and passionate fragrance with juicy fruits, romantic florals, and sensual vanilla for a captivating feminine aura.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Sisa-Passion-Femme.webp,0
simple,SA00719,Shansi Tender,1,0,visible,Inspired by Chance Eau Tendre,"A delicate and graceful fragrance blending soft white florals, fresh green notes, and smooth musk for a tender feminine touch.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Shansi-Tender-Femme.webp,0
simple,SA00718,Secandal Paris,1,0,visible,Inspired by Scandal A Paris,"A bold and glamorous fragrance with sweet honeyed florals, creamy vanilla, and warm amber for a seductive and memorable trail.",taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Secandal-Paris-Femme.webp,0
simple,SA00717,Florasa Georges Megnolia,1,0,visible,Inspired by Flora Gorgeous Magnolia,A radiant floral scent highlighting magnolia petals balanced with soft citrus and creamy woods for a fresh and elegant character.,taxable,,1,,0,0,0.407,,,,1,,76.50,Women's perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Florasa-Georges-Megnolia-Femme.webp,0
simple,SA00710-1,Secandalsa,1,0,visible,Inspired by Scandal,"It opens with a bright burst of fresh citrus that immediately awakens the senses. The heart unfolds with rich honey and creamy gardenia, complemented by the juicy sweetness of peach nectar. As it settles, the fragrance reveals a warm and sensual base of vanilla, caramel, patchouli, and tonka bean, leaving a smooth and captivating trail.",taxable,,1,,0,0,.337,,,,1,,76.50,Men's Perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Secandalsa.webp,0
simple,SA00047-3,Uomosa Rome,1,0,visible,Inspired by Uomo Roma Man,"A modern woody fragrance with vibrant citrus, spicy accords, and smooth amber notes, creating a charismatic scent inspired by confident and stylish men.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/uomosa-rome.webp,0
simple,SA00047-2,Uomosa,1,0,visible,Inspired by : Uomo,"A refined masculine fragrance with fresh citrus, aromatic herbs, and warm woody notes, offering an elegant and sophisticated scent for everyday wear.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/uomosa.webp,0
simple,SA00047-1,Invactesa Aqwa,1,0,visible,Inspired by Invictus Aqua,"A refreshing aquatic fragrance blending citrus, sea notes, and amber. Crisp and vibrant, designed for modern men who enjoy clean and energetic scents.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/invactesa-aqwa.webp,0
simple,SA00700-3,Gishisa Guilty Absolou,1,0,visible,Inspired by : Guilty Man,"A rich and intense fragrance with warm woody accords, leather, and patchouli. Deep, masculine, and sophisticated, perfect for evening wear and confident personalities.",taxable,,1,,0,0,.337,,,,1,,76.50,Men's Perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/gishisa-guilty-absolou.webp,0
